ts,strategy,ticker,side,qty,notional,signal_time,signal_price,arrival_price,fill_time,fill_price,commission,latency_bps,execution_bps,fee_bps,total_bps,latency_seconds
2026-06-24T07:21:29.845501+00:00,Trend Following,SPY,1,1268.0,356194.6287527966,2026-06-05 10:53:00,280.7979221421656,280.8657164180779,2026-06-05 10:53:01.050211320,280.91059049905095,4.438,2.414343930864137,1.5977058911045123,0.12459480412547225,4.136644626094121,1.050211
2026-06-24T07:21:29.846983+00:00,Trend Following,SPY,1,2277.0,297354.24288059416,2026-06-06 03:38:00,130.57489681320828,130.5778727011583,2026-06-06 03:38:00.953583996,130.59035699630837,7.9695,0.2279065902132879,0.9560804515973045,0.2680136635279235,1.452000705338516,0.953583
2026-06-24T07:21:29.848413+00:00,Trend Following,SPY,1,3271.0,526812.586185829,2026-06-09 15:17:00,160.99861248795037,161.02671090619947,2026-06-09 15:17:01.187771242,161.0555139669303,11.448500000000001,1.745258410298664,1.7887132245789572,0.21731637208761811,3.751288006965239,1.187771
2026-06-24T07:21:29.849844+00:00,Trend Following,SPY,-1,1335.0,503989.549504591,2026-06-07 01:01:00,377.61524951713716,377.56401249893224,2026-06-07 01:01:00.816618727,377.52026180119174,4.6725,1.3568577611850408,1.15876238974524,0.09271025569067752,2.6083304066209583,0.816618
2026-06-24T07:21:29.851293+00:00,Trend Following,SPY,1,3588.0,1119786.2118260572,2026-06-02 14:39:00,312.0128068099322,312.04800164520657,2026-06-02 14:39:01.591800522,312.0920322815098,12.558,1.127993290858504,1.4110212554178485,0.11214640676385383,2.6511609530402063,1.5918
2026-06-24T07:21:29.852891+00:00,Trend Following,SPY,-1,3567.0,1141826.176721739,2026-06-02 07:29:00,320.2043512388458,320.1828572587103,2026-06-02 07:29:01.660726797,320.108263729111,12.4845,0.6712582153334828,2.3297165325454676,0.10933800831089592,3.1103127561898467,1.660726
2026-06-24T07:21:29.854331+00:00,Trend Following,SPY,1,1197.0,452447.4487434121,2026-06-01 22:32:00,377.88460268682275,377.8810306434579,2026-06-01 22:32:01.146144236,377.9845018741956,4.1895,-0.09452735939604079,2.7381959491719066,0.09259638907536223,2.736264978851228,1.146144
2026-06-24T07:21:29.855749+00:00,Trend Following,SPY,-1,1265.0,142580.55723184283,2026-06-05 07:26:00,112.74390785520868,112.71945194917356,2026-06-05 07:26:01.392998038,112.71190295007338,4.4275,2.16915543379271,0.6697157384675877,0.31052620960098176,3.1493973818612795,1.392998
2026-06-24T07:21:29.857170+00:00,Trend Following,SPY,1,3892.0,876939.5678738194,2026-06-03 10:05:00,225.2594151708198,225.27899574819807,2026-06-03 10:05:01.227175472,225.31849123171105,13.622,0.8692456811811998,1.7531809115983865,0.15533567533082318,2.7777622681104095,1.227175
2026-06-24T07:21:29.858612+00:00,Trend Following,SPY,1,3724.0,1069548.356350993,2026-06-10 15:25:00,287.1805357645001,287.1621522562859,2026-06-10 15:25:00.834356081,287.20417732303787,13.034,-0.6401376808251906,1.4634611985524828,0.12186452274554888,0.945188040472841,0.834356
2026-06-24T07:21:29.860184+00:00,Trend Following,SPY,1,959.0,317925.53350502375,2026-06-12 11:19:00,331.44358416379197,331.501014123919,2026-06-12 11:19:01.054749169,331.5177617362083,3.3565,1.7327220338844593,0.5052054616953028,0.10557503711626111,2.3435025326960233,1.054749
2026-06-24T07:21:29.861809+00:00,Trend Following,SPY,1,1392.0,216302.3375225074,2026-06-14 06:32:00,155.3320421233289,155.36003616120203,2026-06-14 06:32:01.153648296,155.38961028915762,4.872,1.8022062602448665,1.903586577754006,0.22524028430774784,3.9310331223066206,1.153648
2026-06-24T07:21:29.863325+00:00,Trend Following,SPY,-1,3714.0,217953.23678585805,2026-06-12 16:15:00,58.70082198518971,58.693813122113085,2026-06-12 16:15:01.227146934,58.684231767867004,12.999,1.1939974330165584,1.632430018841373,0.5964123401742224,3.422839792032154,1.227146
2026-06-24T07:21:29.864839+00:00,Trend Following,SPY,1,889.0,174960.97957094433,2026-06-13 23:00:00,196.69001176070634,196.7492937217264,2026-06-13 23:00:01.113784991,196.8065012046618,3.1115,3.0139792300267136,2.9076334584622474,0.17783965359763712,6.0994523420865985,1.1137839999999999
2026-06-24T07:21:29.866414+00:00,Trend Following,SPY,1,1976.0,641777.0248094229,2026-06-04 23:58:00,324.6672072382656,324.7078712865979,2026-06-04 23:58:01.003756067,324.78594372946503,6.916,1.2524840028719224,2.404390215666931,0.10776328432844293,3.764637502867296,1.003756
2026-06-24T07:21:29.867937+00:00,Trend Following,SPY,-1,3746.0,492237.8358312024,2026-06-13 01:14:00,131.4242596882518,131.4128275221377,2026-06-13 01:14:01.863312588,131.40358671414907,13.111,0.8698672635647907,0.703189191105539,0.266354982197996,1.8394114368683256,1.863312
2026-06-24T07:21:29.869380+00:00,Trend Following,SPY,1,1767.0,319870.56034861476,2026-06-14 08:52:00,180.96441519251394,180.99878193802564,2026-06-14 08:52:00.759886426,181.02465214975368,6.1845,1.8990885846338443,1.4293030843097954,0.19334383236956063,3.5217355013132003,0.759886
2026-06-24T07:21:29.870805+00:00,Trend Following,SPY,-1,3395.0,464215.3019607125,2026-06-12 08:11:00,136.74384703297534,136.74425641759368,2026-06-12 08:11:02.071520150,136.7349932137592,11.8825,-0.029938065018596045,0.6774108161582031,0.2559695888914416,0.9034423400310486,2.07152
2026-06-24T07:21:29.872268+00:00,Trend Following,SPY,-1,452.0,116591.94023115488,2026-06-05 10:14:00,258.05178231475816,258.0189260150323,2026-06-05 10:14:01.126416646,257.946770422909,1.582,1.2732444407517989,2.7965232333030867,0.13568690913484507,4.205454583189731,1.126416
2026-06-24T07:21:29.873712+00:00,Trend Following,SPY,1,2394.0,891609.8748191693,2026-06-03 03:12:00,372.3396653706076,372.38984978951913,2026-06-03 03:12:00.787531257,372.4352025142729,8.379,1.3478128595728562,1.2178829465780274,0.09397607896277926,2.6596718851136627,0.787531
2026-06-24T07:21:29.875144+00:00,Trend Following,SPY,-1,280.0,19424.341497054407,2026-06-06 23:05:00,69.38839320749103,69.3801655765229,2026-06-06 23:05:01.503814745,69.37264820376573,0.98,1.1857359117011415,1.0835045858852135,0.5045216076687138,2.773762105255069,1.503814
2026-06-24T07:21:29.877301+00:00,Trend Following,SPY,-1,2996.0,562402.1944241647,2026-06-13 03:40:00,187.77065989120987,187.74659886258667,2026-06-13 03:40:00.983532589,187.71768839257834,10.486,1.281405126719413,1.5398665106837413,0.18645019710025243,3.007721834503407,0.983532
2026-06-24T07:21:29.879316+00:00,Trend Following,SPY,-1,365.0,41410.233405607505,2026-06-09 22:11:00,113.52444335878343,113.4875335301162,2026-06-09 22:11:01.315753965,113.45269426193838,1.2775,3.2512670906109578,3.0698762316985286,0.3084986233926924,6.629641945702179,1.315753
2026-06-24T07:21:29.881264+00:00,Trend Following,SPY,-1,605.0,40669.37616675552,2026-06-01 17:19:00,67.23894197465789,67.23820187009376,2026-06-01 17:19:01.344043021,67.22210936653805,2.1175,0.11007082241257586,2.3933572148170392,0.520662031135583,3.024090068365198,1.344043
2026-06-24T07:21:29.882979+00:00,Trend Following,SPY,-1,576.0,198824.32833087002,2026-06-05 10:53:00,345.25123305921346,345.2041568013399,2026-06-05 10:53:01.279115161,345.18112557442714,2.016,1.363536270571709,0.6671769866893416,0.10139604227130138,2.1321092995323516,1.279115
2026-06-24T07:21:29.884419+00:00,Trend Following,SPY,-1,3339.0,917587.2190961923,2026-06-08 10:41:00,274.8691465984417,274.84808439134207,2026-06-08 10:41:01.245768753,274.808990445101,11.6865,0.7662630513571749,1.4223837989494237,0.1273611898333872,2.316008040139986,1.245768
2026-06-24T07:21:29.885838+00:00,Trend Following,SPY,-1,3458.0,732847.010636315,2026-06-04 11:15:00,211.97977795773056,211.96259657725318,2026-06-04 11:15:01.088425625,211.92799613542942,12.103,0.8105197883926436,1.6323843160293074,0.16515043145896482,2.6080545358809157,1.088425
2026-06-24T07:21:29.887883+00:00,Trend Following,SPY,1,1485.0,322757.6435453224,2026-06-06 02:30:00,217.25704590831103,217.2844723592909,2026-06-06 02:30:01.459148404,217.34521450863463,5.1975,1.2623963869714423,2.7955126606232645,0.16103414137332905,4.218943188968036,1.459148
2026-06-24T07:21:29.889343+00:00,Trend Following,SPY,-1,1444.0,263944.0085151781,2026-06-12 00:15:00,182.81242790442514,182.809545296281,2026-06-12 00:15:01.374796572,182.78670949804578,5.054,0.15768119143710602,1.2491578707335205,0.19148000473401047,1.598319066904637,1.374796
2026-06-24T07:21:29.890763+00:00,Trend Following,SPY,-1,3849.0,839991.6124591993,2026-06-12 18:51:00,218.3186499050275,218.27625396211832,2026-06-12 18:51:01.331697947,218.23632435936588,13.4715,1.9419295111818489,1.8293150091977908,0.16037660138724716,3.9316211217668866,1.3316970000000001
2026-06-24T07:21:29.892246+00:00,Trend Following,SPY,1,3256.0,770046.6144529207,2026-06-03 10:54:00,236.45279662300908,236.4777006982125,2026-06-03 10:54:00.846508913,236.50080296465623,11.396,1.0532366526886616,0.976932132523812,0.1479910408812885,2.178159826093762,0.846508
2026-06-24T07:21:29.894447+00:00,Trend Following,SPY,-1,2617.0,767002.8531569007,2026-06-02 07:41:00,293.17934508647437,293.1544987481401,2026-06-02 07:41:01.746193847,293.0847738467332,9.1595,0.8474791539950552,2.3784353201012136,0.11941937324353474,3.3453338473398038,1.7461929999999999
2026-06-24T07:21:29.896160+00:00,Trend Following,QQQ,-1,521.0,196687.79351727216,2026-06-03 08:27:00,377.57893794521914,377.5432024600578,2026-06-03 08:27:01.653368529,377.51975723084865,1.8235000000000001,0.9464374616822052,0.6209946055540728,0.09271037960166395,1.660142446837942,1.653368
2026-06-24T07:21:29.897643+00:00,Trend Following,QQQ,-1,542.0,175543.06672764895,2026-06-04 12:27:00,323.9184366203414,323.90415649281795,2026-06-04 12:27:00.835031955,323.8801969144815,1.897,0.4408556571361471,0.739711975168948,0.10806464962487822,1.2886322819299734,0.835031
2026-06-24T07:21:29.899269+00:00,Trend Following,QQQ,1,561.0,149076.53163150398,2026-06-01 02:37:00,265.6579950084424,265.6706974244035,2026-06-01 02:37:00.512613147,265.73356797059535,1.9635,0.47814920686588885,2.366484027081516,0.13171087216152125,2.976344106108926,0.512613
2026-06-24T07:21:29.901283+00:00,Trend Following,QQQ,-1,2167.0,504595.3181005462,2026-06-07 20:03:00,232.92112142959297,232.89648706619738,2026-06-07 20:03:00.581028516,232.85432307362538,7.5845,1.0576268585860342,1.8104177140299935,0.15030856862783465,3.0183531412438622,0.581028
2026-06-24T07:21:29.903278+00:00,Trend Following,QQQ,1,3738.0,343627.8994956245,2026-06-07 18:43:00,91.90675597539298,91.9043179141487,2026-06-07 18:43:01.453975195,91.92827701862613,13.083,-0.2652755195635114,2.606961786040164,0.3807316000593424,2.7224178665359955,1.453975
2026-06-24T07:21:29.904733+00:00,Trend Following,QQQ,-1,3005.0,964261.3241711268,2026-06-13 11:27:00,321.01249564964513,320.9594961350414,2026-06-13 11:27:01.270320267,320.88563200370277,10.5175,1.6510109519723783,2.301353666991423,0.10907312920634642,4.061437748170148,1.27032
2026-06-24T07:21:29.906140+00:00,Trend Following,QQQ,-1,1228.0,217880.31447977514,2026-06-14 08:25:00,177.46720622021888,177.45155401981444,2026-06-14 08:25:01.499947274,177.42696618874197,4.298,0.8819770558073331,1.3856081006605785,0.1972642645693888,2.4648494210373,1.499947
2026-06-24T07:21:29.907644+00:00,Trend Following,QQQ,1,868.0,176497.1985519491,2026-06-08 16:19:00,203.26641301956363,203.28470684989054,2026-06-08 16:19:00.953324994,203.3377863501718,3.0380000000000003,0.8999927757445302,2.6110916607441452,0.17212737793715255,3.6832118144258277,0.953324
2026-06-24T07:21:29.909194+00:00,Trend Following,QQQ,1,3165.0,689513.3010994887,2026-06-01 01:37:00,217.77934744358913,217.8013244470474,2026-06-01 01:37:01.452546020,217.8557033489696,11.0775,1.0091408444482357,2.4967204428284755,0.16065679925733073,3.666518086534042,1.452546
2026-06-24T07:21:29.910597+00:00,Trend Following,QQQ,-1,666.0,60891.723142428506,2026-06-02 16:38:00,91.46750202596448,91.44132290658814,2026-06-02 16:38:01.681276308,91.42901372737013,2.331,2.8621224802778436,1.3461287333498129,0.38281064809870546,4.591061861726362,1.681276
2026-06-24T07:21:29.912037+00:00,Trend Following,QQQ,1,2807.0,152472.535524694,2026-06-06 23:46:00,54.30594006101099,54.31705996549701,2026-06-06 23:46:00.719616618,54.31868027242394,9.8245,2.0476405478890305,0.2983053442068071,0.6443455515573069,2.9902914436531445,0.719616
2026-06-24T07:21:29.913439+00:00,Trend Following,QQQ,1,3005.0,615653.6044565197,2026-06-11 20:25:00,204.8099444737626,204.83762882411935,2026-06-11 20:25:00.776170234,204.8764074730515,10.5175,1.3517092848137002,1.8931408821104843,0.1708347019146348,3.4156848688388193,0.77617
2026-06-24T07:21:29.915436+00:00,Trend Following,QQQ,1,3988.0,1426939.3663266883,2026-06-01 14:24:00,357.7200085077108,357.7422794104202,2026-06-01 14:24:01.241472429,357.80826638081453,13.958,0.6225791730888961,1.844539328788764,0.09781775126108903,2.564936253138749,1.241472
2026-06-24T07:21:29.916915+00:00,Trend Following,QQQ,1,1134.0,92624.45466086824,2026-06-04 08:16:00,81.65425444444647,81.6639171566,2026-06-04 08:16:01.146116575,81.67941328118893,3.969,1.1833690992919172,1.8975485292016712,0.4285045471557106,3.509422175649299,1.146116
2026-06-24T07:21:29.918326+00:00,Trend Following,QQQ,-1,3151.0,376042.6477297906,2026-06-13 15:08:00,119.37147952451426,119.36330249386407,2026-06-13 15:08:01.164737349,119.3407323801303,11.028500000000001,0.685007062219481,1.8908754417987008,0.29327790522112923,2.8691604092393113,1.164737
2026-06-24T07:21:29.919735+00:00,Trend Following,QQQ,1,3860.0,262788.08955919597,2026-06-04 07:31:00,68.08027095503962,68.07622393492784,2026-06-04 07:31:00.499915164,68.07981594797823,13.51,-0.594448296843121,0.5276457539459622,0.5141024474382322,0.4472999045410735,0.499915
2026-06-24T07:21:29.921404+00:00,Trend Following,QQQ,1,417.0,137784.01785173488,2026-06-12 18:02:00,330.3373487745867,330.3628538816884,2026-06-12 18:02:01.598305839,330.41730899696614,1.4595,0.7720927468940799,1.6483425614562242,0.10592665410370909,2.526361962454013,1.5983049999999999
2026-06-24T07:21:29.923018+00:00,Trend Following,QQQ,-1,2283.0,146190.49525682436,2026-06-09 18:00:00,64.05295484147325,64.05049241615328,2026-06-09 18:00:00.948780532,64.03438250408426,7.9905,0.3844358665529839,2.5151894171776283,0.546581361938918,3.4462066456695304,0.94878
2026-06-24T07:21:29.924429+00:00,Trend Following,QQQ,1,789.0,242352.47113182256,2026-06-02 09:19:00,307.1173821773065,307.12627300798977,2026-06-02 09:19:01.716230949,307.1640952241097,2.7615,0.2894929170146859,1.2314874839428245,0.11394560934754983,1.63492601030506,1.71623
2026-06-24T07:21:29.925838+00:00,Trend Following,QQQ,-1,216.0,57021.097533314285,2026-06-01 14:07:00,264.04026209197434,264.0055602843511,2026-06-01 14:07:01.160674004,263.9865626542328,0.756,1.3142619746066044,0.7195920456308074,0.1325825058976304,2.166436526135042,1.160674
2026-06-24T07:21:29.927241+00:00,Trend Following,QQQ,1,2896.0,320334.1309485137,2026-06-06 05:27:00,110.59474624787613,110.6004529304759,2026-06-06 05:27:01.003715016,110.61261427780168,10.136000000000001,0.5159994297536296,1.0995748212198877,0.3164196075512518,1.931993858524769,1.003715
2026-06-24T07:21:29.929241+00:00,Trend Following,QQQ,-1,1896.0,614956.4975890022,2026-06-03 00:22:00,324.4283319194928,324.40080078436927,2026-06-03 00:22:01.596198496,324.344144297997,6.636,0.8486045272506114,1.7464965017128882,0.10791007211106955,2.703011101074569,1.596198
2026-06-24T07:21:29.930675+00:00,Trend Following,QQQ,-1,1345.0,339246.23804963863,2026-06-07 03:33:00,252.30602553263975,252.25925359838374,2026-06-07 03:33:01.315013133,252.2276862822592,4.7075000000000005,1.85377793325684,1.251383870927507,0.13876351369624318,3.2439253178805902,1.315013
2026-06-24T07:21:29.932075+00:00,Trend Following,QQQ,-1,691.0,157428.3019249993,2026-06-02 15:44:00,227.92345845642973,227.8943065739443,2026-06-02 15:44:01.220814340,227.82677557887018,2.4185,1.2790207152369508,2.9632594200948446,0.1536254898532922,4.395905625185088,1.220814
2026-06-24T07:21:29.933470+00:00,Trend Following,QQQ,-1,1256.0,196707.35364668525,2026-06-06 13:35:00,156.64661131629094,156.64154424996772,2026-06-06 13:35:01.294172463,156.61413506901692,4.396,0.32347117378683476,1.7498027794630584,0.22347918969495412,2.2967531429448473,1.294172
2026-06-24T07:21:29.935107+00:00,Trend Following,QQQ,-1,2485.0,479799.51676775084,2026-06-05 09:40:00,193.074088300044,193.07933323477897,2026-06-05 09:40:01.062397414,193.07827636529208,8.6975,-0.27165399464811607,0.054737576993953416,0.1812736298400664,-0.035642787814096244,1.062397
2026-06-24T07:21:29.936795+00:00,Trend Following,QQQ,1,1789.0,386431.0681135994,2026-06-05 20:57:00,215.9464362815596,215.98713775133035,2026-06-05 20:57:01.077876529,216.00395087400747,6.2615,1.8847946959249644,0.7784316627445708,0.1620340732582946,2.82526043192783,1.077876
2026-06-24T07:21:29.938240+00:00,Trend Following,QQQ,-1,1135.0,314049.7588581026,2026-06-11 22:28:00,276.78196877042353,276.7501869896978,2026-06-11 22:28:01.519155459,276.69582278246924,3.9725,1.148260519531833,1.9643783377310968,0.12649269384712053,3.23913155111005,1.519155
2026-06-24T07:21:29.939665+00:00,Trend Following,QQQ,1,1839.0,495117.8029177918,2026-06-12 05:26:00,269.10436832937,269.1872023939886,2026-06-12 05:26:01.227456053,269.2320842402348,6.4365000000000006,3.0781389812757984,1.6673098069687768,0.12999936504138795,4.875448153285963,1.227456
2026-06-24T07:21:29.941096+00:00,Trend Following,QQQ,-1,1221.0,454558.00951404293,2026-06-12 02:37:00,372.3700190533171,372.334473600146,2026-06-12 02:37:01.329090407,372.28338207538326,4.2735,0.9545734444857826,1.372194314126476,0.09401440323466517,2.420782161846924,1.3290899999999999
2026-06-24T07:21:29.943153+00:00,Trend Following,QQQ,-1,3382.0,753752.4000511098,2026-06-13 01:30:00,222.9495762810982,222.91635704553124,2026-06-13 01:30:01.309959422,222.87179185426075,11.837,1.489988728440684,1.9991889272347398,0.15704095932825374,3.6462186150036775,1.309959
2026-06-24T07:21:29.944808+00:00,Trend Following,QQQ,-1,2976.0,440968.8006241742,2026-06-05 08:37:00,148.21400264677956,148.19379852206905,2026-06-05 08:37:00.650578174,148.17500020973594,10.416,1.3631724634457902,1.2684952083406005,0.2362071871129331,2.8678748588993237,0.650578
2026-06-24T07:21:29.946340+00:00,Trend Following,QQQ,-1,255.0,86555.08297054593,2026-06-10 20:23:00,339.51069858224025,339.51735464413355,2026-06-10 20:23:00.984155930,339.4316979237095,0.8925000000000001,-0.19604866418320138,2.522896672360322,0.10311352833012839,2.429961536507249,0.984155
2026-06-24T07:21:29.947837+00:00,Trend Following,QQQ,1,491.0,45114.46821658014,2026-06-14 19:49:00,91.88539455271302,91.87279134001406,2026-06-14 19:49:01.330465281,91.88282732501047,1.7185000000000001,-1.3716230702728895,1.0923783690498805,0.3809199283365219,0.10167522711351284,1.330465
2026-06-24T07:21:29.949649+00:00,Trend Following,QQQ,1,1381.0,401474.1772077738,2026-06-13 20:32:00,290.68276720813236,290.67553598936956,2026-06-13 20:32:01.174169804,290.71265547268194,4.8335,-0.2487666823957114,1.277007477978416,0.12039379552669292,1.1486345911093976,1.174169
